Score	AlignLen	totalMFE	seedMFE	totalGC	totalAU	totalGU	totalGaps	totalMismatches	seedGC	seedAT	seedGU	seedGaps	seedMismatches	Pos_1	Pos_2	Pos_3	Pos_4	Pos_5	Pos_6	Pos_7	Pos_8	Pos_9	Pos_10	Pos_11	Pos_12	Pos_13	Pos_14	Pos_15	Pos_16	Pos_17	Pos_18	Pos_19	Pos_20	Class
152.000000	23	8.10	-3.00	3	8	4	3	2	3	4	0	0	0	3	2	2	1	2	1	1	2	3	5	4	4	4	3	2	2	2	3	2	5	Target
148.000000	20	5.30	-3.00	4	9	2	1	4	3	3	0	0	1	5	5	2	1	2	1	1	2	2	5	3	2	4	2	2	2	2	3	5	1	Target
140.000000	21	10.10	 1.30	3	8	7	1	1	1	4	2	0	0	5	2	2	3	2	3	1	2	2	1	1	4	2	3	3	2	2	3	3	3	Target
149.000000	20	9.70	-3.00	7	4	3	0	6	3	4	0	0	0	3	2	2	1	2	1	1	2	3	5	1	5	5	5	5	5	1	3	1	1	Target
167.000000	22	7.80	-3.00	6	9	2	2	1	3	4	0	0	0	3	2	2	1	2	1	1	2	4	2	1	4	1	5	2	2	2	2	1	3	Target
164.000000	21	13.90	-3.00	6	7	3	1	3	3	4	0	0	0	3	2	2	1	2	1	1	2	5	5	1	2	2	2	5	3	3	1	1	4	Target
153.000000	20	8.50	-3.00	6	6	2	0	6	3	4	0	0	0	5	2	2	1	2	1	1	2	2	1	5	5	5	5	3	2	3	1	5	1	Target
146.000000	9	11.30	-3.00	5	4	3	0	8	3	4	0	0	0	3	2	2	1	2	1	1	2	3	1	5	5	5	5	5	5	5	3	1	5	Target
156.000000	23	8.70	-2.80	5	7	2	3	3	5	2	0	0	0	2	1	1	1	2	1	2	1	2	5	5	5	3	2	3	2	4	4	4	2	Target
147.000000	17	5.40	-3.00	4	7	5	2	2	3	4	0	0	0	3	2	2	1	2	1	1	2	4	4	3	2	2	5	2	3	3	1	5	3	Target
145.000000	8	9.50	-3.00	3	6	4	0	7	3	4	0	0	0	5	2	2	1	2	1	1	2	2	5	5	2	5	3	3	5	3	5	3	5	Target
148.000000	13	6.20	-3.00	4	7	2	1	6	3	4	0	0	0	5	2	2	1	2	1	1	2	4	2	5	1	2	2	5	5	5	3	5	3	Target
146.000000	20	6.70	-3.00	3	7	5	2	3	3	4	0	0	0	5	2	2	1	2	1	1	2	3	5	4	4	2	2	3	2	3	3	3	5	Target
160.000000	21	8.80	-3.00	5	7	4	1	3	3	4	0	0	0	5	2	2	1	2	1	1	2	2	4	1	3	2	3	2	3	5	1	5	3	Target
146.000000	16	5.10	-1.10	6	8	0	0	6	2	4	0	0	1	1	5	2	1	2	2	2	1	2	5	1	2	5	1	2	5	2	1	5	5	Target
144.000000	15	11.50	 0.30	3	9	3	0	5	1	5	1	0	0	3	2	2	3	2	2	2	1	2	5	1	3	2	5	2	2	5	5	5	1	Target
143.000000	14	-13.00	 0.30	2	9	3	0	6	1	5	1	0	0	3	2	2	3	2	2	2	1	2	5	1	2	2	5	2	5	3	5	5	5	Target
148.000000	20	9.86	-3.20	8	6	0	4	2	4	3	0	0	0	1	2	1	1	2	1	2	1	4	4	4	4	2	5	1	2	1	1	2	5	Target
145.000000	8	11.60	-3.20	6	4	3	0	7	4	3	0	0	0	1	2	1	1	2	1	2	1	2	5	5	5	3	3	3	5	5	5	1	5	Target
143.000000	17	4.10	 0.70	5	7	2	0	6	4	2	0	0	1	5	5	1	1	2	1	1	2	5	2	2	1	2	5	3	5	3	2	2	5	Target
146.000000	17	4.60	 1.30	4	8	2	0	6	2	5	0	0	0	2	2	1	2	2	1	2	2	5	5	3	5	2	5	1	2	5	1	5	3	Target
159.000000	16	14.80	-5.10	9	3	3	1	4	5	2	0	0	0	5	1	2	1	1	1	2	1	1	3	1	3	4	1	2	1	3	5	5	5	Target
143.000000	18	10.30	-6.30	9	5	1	2	3	5	1	1	0	0	5	1	2	1	1	1	3	1	4	2	1	2	4	1	5	1	2	1	2	5	Target
150.000000	21	7.20	-2.80	6	7	3	0	4	4	2	1	0	0	3	1	1	1	2	1	2	3	2	5	5	1	2	3	2	5	2	5	1	2	Target
144.000000	11	13.60	-2.80	7	3	1	0	9	5	2	0	0	0	2	1	1	1	2	1	2	1	5	5	1	1	5	3	5	5	5	5	5	5	Target
164.000000	21	4.40	-2.50	6	7	2	1	4	3	4	0	0	0	5	1	2	2	2	1	2	1	1	2	3	5	5	1	5	3	4	2	1	2	Target
145.000000	16	-1.90	-0.10	3	10	1	0	6	2	4	1	0	0	2	1	2	2	2	3	2	1	1	2	2	5	5	5	2	2	2	5	5	5	Target
169.000000	16	3.90	-2.50	5	9	1	0	5	3	4	0	0	0	5	1	2	2	2	1	2	1	1	2	2	1	5	5	2	2	2	5	3	5	Target
154.000000	19	4.30	-2.50	6	7	2	1	4	3	4	0	0	0	5	1	2	2	2	1	2	1	1	2	3	5	5	1	5	3	4	2	1	2	Target
145.000000	16	0.90	-0.10	3	10	1	0	6	2	4	1	0	0	2	1	2	2	2	3	2	1	1	2	2	5	5	5	2	2	2	5	5	5	Target
159.000000	22	4.10	-3.70	5	8	2	2	3	4	3	0	0	0	5	1	1	2	2	1	2	1	2	5	5	2	1	4	2	2	2	4	3	3	Target
147.000000	22	5.20	-3.70	5	7	2	2	4	4	3	0	0	0	2	1	1	2	2	1	2	1	5	4	2	1	3	3	2	5	5	2	5	4	Target
172.000000	21	6.40	-3.70	7	9	1	1	2	4	3	0	0	0	2	1	1	2	2	1	2	1	2	5	1	2	1	5	3	2	2	4	2	1	Target
161.000000	20	-4.40	-3.70	5	8	4	0	3	4	3	0	0	0	2	1	1	2	2	1	2	1	5	2	3	3	3	2	5	2	3	5	1	2	Target
163.000000	20	4.10	-3.70	4	11	2	1	2	4	3	0	0	0	2	1	1	2	2	1	2	1	2	5	4	2	3	2	2	2	2	3	5	2	Target
154.000000	24	4.10	-3.70	5	9	1	4	1	4	3	0	0	0	2	1	1	2	2	1	2	1	2	4	4	2	4	3	2	1	4	2	2	5	Target
158.000000	21	4.10	-3.50	6	9	1	2	2	4	3	0	0	0	2	2	2	1	1	1	2	1	4	2	5	1	5	2	4	1	2	2	2	3	Target
153.000000	12	4.90	-3.50	6	6	2	0	6	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	1	1	2	5	5	2	5	5	5	3	Target
152.000000	21	5.00	-3.50	6	6	3	1	4	4	3	0	0	0	5	2	2	1	1	1	2	1	3	4	2	1	1	5	5	5	2	2	3	3	Target
151.000000	20	4.60	-3.50	4	8	4	1	3	4	3	0	0	0	2	2	2	1	1	1	2	1	5	2	3	5	2	5	4	2	3	2	3	3	Target
145.000000	20	8.20	-3.50	6	6	4	0	4	4	2	1	0	0	2	3	2	1	1	1	2	1	2	5	5	1	5	1	2	5	3	3	3	2	Target
149.000000	16	7.40	-3.50	5	6	1	0	8	4	3	0	0	0	5	2	2	1	1	1	2	1	2	5	5	5	5	1	2	3	2	5	5	5	Target
169.000000	20	3.70	-2.00	6	10	0	2	2	4	3	0	0	0	5	1	2	1	1	2	2	1	2	2	4	1	2	4	2	1	2	5	2	2	Target
160.000000	19	9.40	-2.00	6	8	0	0	6	4	3	0	0	0	5	1	2	1	1	2	2	1	2	2	5	5	5	5	1	2	2	5	2	1	Target
157.000000	21	12.20	-2.00	5	9	2	3	1	4	3	0	0	0	2	1	2	1	1	2	2	1	4	2	2	3	2	3	1	5	2	4	4	2	Target
156.000000	11	7.00	-2.00	7	5	1	0	7	4	3	0	0	0	5	1	2	1	1	2	2	1	3	2	2	1	5	5	1	5	5	5	5	1	Target
149.000000	16	4.60	-2.00	5	6	1	0	8	4	3	0	0	0	5	1	2	1	1	2	2	1	5	5	5	5	2	2	1	3	2	5	5	5	Target
151.000000	16	6.50	-2.80	7	6	1	1	5	5	2	0	0	0	2	1	1	1	2	1	2	1	4	2	1	5	1	5	2	3	2	5	5	5	Target
145.000000	8	8.80	-2.80	5	5	1	0	9	5	2	0	0	0	2	1	1	1	2	1	2	1	2	5	5	5	3	5	5	5	2	5	5	5	Target
154.000000	19	9.30	-2.80	8	6	0	1	5	5	2	0	0	0	5	1	1	1	2	1	2	1	5	5	5	1	2	2	5	4	1	2	2	1	Target
145.000000	8	8.80	-2.80	6	6	0	0	8	5	2	0	0	0	2	1	1	1	2	1	2	1	2	5	5	5	5	5	2	5	2	5	1	5	Target
150.000000	17	13.50	-2.80	7	6	1	0	6	5	2	0	0	0	2	1	1	1	2	1	2	1	5	1	5	1	5	5	2	5	2	2	5	3	Target
149.000000	12	8.20	-2.80	7	4	0	0	9	5	2	0	0	0	5	1	1	1	2	1	2	1	2	5	1	5	2	5	5	5	5	5	1	5	Target
140.000000	7	9.60	-2.80	6	4	1	0	9	5	2	0	0	0	5	1	1	1	2	1	2	1	5	5	5	5	5	5	2	1	3	2	5	5	Target
145.000000	8	8.80	-2.80	6	6	0	0	8	5	2	0	0	0	2	1	1	1	2	1	2	1	2	5	5	5	2	5	2	5	5	5	1	5	Target
144.000000	11	13.70	-2.80	7	4	1	0	8	5	2	0	0	0	2	1	1	1	2	1	2	1	5	5	1	1	5	5	2	5	5	5	3	5	Target
146.000000	20	10.10	-2.80	7	6	3	2	2	4	2	1	0	0	3	1	1	1	2	3	2	1	5	1	1	5	2	2	4	4	2	1	2	3	Target
154.000000	23	7.40	-2.00	7	7	1	5	0	4	3	0	0	0	2	1	2	1	1	2	2	1	2	4	4	4	4	4	2	1	1	3	2	1	Target
147.000000	16	6.00	-1.70	8	5	3	1	3	4	2	1	0	0	5	1	2	1	1	3	2	1	4	2	1	1	3	2	1	3	2	5	5	1	Target
159.000000	22	7.50	-2.80	9	4	1	3	3	5	2	0	0	0	5	1	1	1	2	1	2	1	2	1	4	4	4	1	1	3	5	5	1	2	Target
165.000000	16	16.70	-2.80	7	7	1	0	5	5	2	0	0	0	2	1	1	1	2	1	2	1	2	5	5	1	3	2	2	1	2	5	5	5	Target
149.000000	22	8.80	-2.80	8	6	0	3	3	5	2	0	0	0	5	1	1	1	2	1	2	1	4	2	5	4	1	1	2	2	4	2	1	5	Target
148.000000	19	15.30	-3.90	8	6	4	0	2	4	1	2	0	0	3	1	1	1	3	3	2	1	2	1	1	1	2	2	5	5	3	2	1	2	Target
149.000000	18	7.10	-2.70	8	8	1	1	2	4	2	0	0	1	3	1	5	1	2	1	2	1	2	1	1	4	2	2	2	1	2	2	1	5	Target
168.000000	19	4.20	-2.00	7	8	0	0	5	4	3	0	0	0	5	1	2	1	1	2	2	1	2	2	1	5	5	2	1	2	5	2	5	1	Target
161.000000	19	4.00	-2.00	6	9	0	2	3	4	3	0	0	0	5	1	2	1	1	2	2	1	2	2	4	4	2	2	1	5	5	2	2	1	Target
152.000000	11	10.70	-2.00	7	5	2	0	6	4	3	0	0	0	5	1	2	1	1	2	2	1	3	2	3	1	5	5	1	5	5	5	2	1	Target
152.000000	17	7.70	-2.00	5	7	4	1	3	4	3	0	0	0	2	1	2	1	1	2	2	1	4	2	3	3	2	3	1	5	2	3	5	5	Target
150.000000	19	4.60	-2.00	6	7	1	1	5	4	3	0	0	0	5	1	2	1	1	2	2	1	5	5	5	5	2	2	1	3	2	4	2	1	Target
145.000000	8	8.80	-2.80	5	6	0	0	9	5	2	0	0	0	2	1	1	1	2	1	2	1	2	5	5	5	2	5	5	5	5	2	5	5	Target
145.000000	8	7.10	-2.80	5	6	0	0	9	5	2	0	0	0	5	1	1	1	2	1	2	1	2	5	5	5	5	2	5	5	2	5	5	2	Target
141.000000	12	12.90	-2.80	6	4	1	0	9	5	2	0	0	0	2	1	1	1	2	1	2	1	5	5	1	5	2	5	5	5	5	5	3	5	Target
159.000000	17	9.90	-2.80	8	7	0	2	3	5	2	0	0	0	2	1	1	1	2	1	2	1	4	4	1	1	2	5	2	1	2	2	5	5	Target
144.000000	15	9.90	-2.80	8	4	1	0	7	5	2	0	0	0	2	1	1	1	2	1	2	1	5	5	1	5	3	2	5	1	5	5	1	5	Target
142.000000	9	3.40	 0.00	3	6	3	0	8	2	5	0	0	0	5	2	2	2	2	2	1	1	3	3	5	5	5	5	3	1	5	2	5	5	Target
141.000000	8	5.50	 0.00	3	6	4	0	7	2	5	0	0	0	5	2	2	2	2	2	1	1	3	5	5	1	5	5	3	3	5	2	3	5	Target
163.000000	18	8.00	 0.00	6	8	2	0	4	2	5	0	0	0	5	2	2	2	2	2	1	1	3	1	2	5	2	3	1	5	1	5	2	1	Target
158.000000	20	6.50	 0.00	6	7	2	2	3	2	5	0	0	0	5	2	2	2	2	2	1	1	5	4	4	1	3	1	2	3	1	1	5	2	Target
150.000000	21	6.30	-3.00	4	7	4	2	3	3	4	0	0	0	5	2	1	2	1	1	2	2	3	3	3	4	3	2	2	5	2	5	4	1	Target
140.000000	19	9.30	-0.40	8	6	1	0	5	3	3	0	0	1	5	2	1	5	1	1	2	2	3	1	5	5	2	2	5	2	1	1	1	1	Target
157.000000	14	6.50	-3.00	4	9	1	1	5	3	4	0	0	0	1	2	1	2	1	1	2	2	3	4	2	2	2	2	2	5	5	5	5	5	Target
153.000000	16	4.20	-3.00	6	8	2	2	2	3	4	0	0	0	1	2	1	2	1	1	2	2	4	1	3	4	2	2	2	2	1	5	3	5	Target
153.000000	16	4.20	-3.00	6	8	2	2	2	3	4	0	0	0	1	2	1	2	1	1	2	2	4	1	3	4	2	2	2	2	1	5	3	5	Target
148.000000	19	5.80	-2.00	4	7	3	0	6	4	3	0	0	0	5	1	2	1	1	2	2	1	2	5	3	5	2	3	5	5	2	5	2	3	Target
140.000000	11	8.30	-1.30	5	5	3	0	7	3	3	1	0	0	5	1	2	3	1	2	2	1	3	2	1	1	5	5	5	2	5	3	5	5	Target
140.000000	14	4.70	-2.00	3	8	4	0	5	3	3	0	0	1	5	5	2	1	1	2	2	1	2	2	3	5	3	2	3	2	5	5	2	3	Target
150.000000	9	4.30	-3.00	5	5	1	0	9	3	4	0	0	0	1	2	1	2	1	1	2	2	2	1	5	3	5	5	5	5	5	5	5	5	Target
150.000000	24	6.10	-3.00	4	8	1	4	3	3	4	0	0	0	5	2	1	2	1	1	2	2	4	4	2	1	3	5	5	2	2	2	4	4	Target
142.000000	9	7.30	-5.10	5	3	1	0	11	4	3	0	0	0	5	2	2	1	1	2	1	1	5	1	5	3	5	5	5	5	5	5	5	5	Target
149.000000	20	6.30	-1.20	3	8	2	0	7	2	5	0	0	0	5	2	2	2	2	1	1	2	5	5	5	5	5	2	2	2	1	3	5	3	Target
147.000000	10	4.00	-1.20	2	7	0	0	11	2	5	0	0	0	5	2	2	2	2	1	1	2	2	5	2	5	5	5	5	5	5	5	5	5	Target
158.000000	15	6.10	-1.20	3	11	1	1	4	2	5	0	0	0	2	2	2	2	2	1	1	2	4	2	5	2	1	2	2	2	5	5	3	5	Target
150.000000	20	4.40	-1.20	4	9	2	2	3	2	5	0	0	0	2	2	2	2	2	1	1	2	2	4	4	1	5	5	2	2	1	3	5	3	Target
144.000000	21	-7.60	-1.20	5	8	1	1	5	2	4	1	0	0	5	2	2	3	2	1	1	2	4	2	5	5	1	2	2	5	2	1	1	5	Target
142.000000	22	4.10	-1.20	4	8	1	3	4	2	5	0	0	0	5	2	2	2	2	1	1	2	4	4	2	5	2	1	5	5	2	4	1	3	Target
155.000000	19	13.10	-4.20	5	9	1	4	1	3	4	0	0	0	5	2	1	2	1	1	2	2	2	3	2	4	4	4	4	2	2	1	1	2	Target
153.000000	12	10.30	-2.80	6	6	1	0	7	3	4	0	0	0	5	2	2	1	2	1	2	1	2	1	5	1	3	5	5	5	5	1	5	2	Target
143.000000	18	2.80	-2.80	4	11	0	3	2	3	3	0	0	1	5	5	2	1	2	1	2	1	2	4	2	4	4	2	2	2	2	1	2	2	Target
141.000000	21	3.50	-2.80	4	10	1	3	2	2	4	1	0	0	5	2	2	1	2	1	2	3	4	2	5	2	1	4	4	1	2	2	2	2	Target
158.000000	23	8.30	-2.00	7	7	1	5	0	4	3	0	0	0	2	1	2	1	1	2	2	1	2	4	4	4	4	4	2	1	1	3	2	1	Target
149.000000	20	10.30	-1.70	9	5	3	2	1	4	2	1	0	0	5	1	2	1	1	3	2	1	4	2	1	1	3	2	1	3	4	1	2	1	Target
149.000000	20	6.20	-2.00	4	8	3	0	5	3	3	1	0	0	5	2	1	1	2	1	3	2	2	2	1	5	5	2	3	3	5	2	2	5	Target
148.000000	21	10.50	-2.00	8	6	2	4	0	3	3	1	0	0	3	2	1	1	2	1	3	2	2	2	4	4	4	1	1	1	4	2	1	1	Target
145.000000	20	10.10	-2.00	4	7	1	0	8	3	4	0	0	0	5	2	1	1	2	1	2	2	3	5	5	5	1	5	5	5	2	2	2	5	Target
142.000000	9	4.40	-2.00	4	5	0	0	11	3	4	0	0	0	5	2	1	1	2	1	2	2	5	2	5	5	5	5	1	5	5	5	5	5	Target
140.000000	7	4.00	-2.00	3	5	2	0	10	3	4	0	0	0	5	2	1	1	2	1	2	2	5	3	5	5	5	5	5	5	2	5	3	5	Target
140.000000	7	5.70	-2.00	3	5	1	0	11	3	4	0	0	0	3	2	1	1	2	1	2	2	5	5	5	5	5	5	5	5	5	2	5	5	Target
150.000000	9	3.00	-2.00	4	6	0	0	10	3	4	0	0	0	5	2	1	1	2	1	2	2	2	2	5	5	5	5	5	1	5	5	5	5	Target
140.000000	7	8.00	-2.00	5	6	1	0	8	3	4	0	0	0	1	2	1	1	2	1	2	2	5	5	5	1	5	2	5	5	5	2	3	5	Target
159.000000	20	8.00	-0.90	4	10	1	1	4	2	5	0	0	0	3	2	2	2	2	1	1	2	5	2	2	5	4	2	1	5	2	2	1	5	Target
141.000000	24	7.00	-0.90	5	9	2	4	0	2	4	1	0	0	2	3	2	2	2	1	1	2	4	2	4	2	3	4	1	1	2	1	2	4	Target
166.000000	21	-4.20	-0.90	4	12	0	2	2	2	5	0	0	0	2	2	2	2	2	1	1	2	2	2	5	1	4	1	2	5	4	2	2	2	Target
157.000000	20	10.30	-0.90	3	9	2	0	6	2	5	0	0	0	5	2	2	2	2	1	1	2	2	5	5	1	3	5	5	2	2	2	5	3	Target
155.000000	20	8.70	-0.90	2	11	2	1	4	2	5	0	0	0	5	2	2	2	2	1	1	2	2	2	4	2	5	5	2	3	2	5	2	3	Target
149.000000	18	10.70	-0.90	4	8	2	1	5	2	5	0	0	0	5	2	2	2	2	1	1	2	5	5	3	5	1	2	1	4	2	2	3	5	Target
157.000000	18	3.60	 1.20	7	8	0	1	4	4	3	0	0	0	2	2	1	1	2	1	1	2	1	2	5	5	2	2	4	1	1	5	2	5	Target
141.000000	17	9.20	-2.00	6	6	4	1	3	3	3	0	0	1	3	5	2	1	1	2	2	1	5	2	1	1	4	3	2	1	3	3	2	5	Target
151.000000	18	2.30	 1.20	5	8	2	3	2	4	3	0	0	0	3	2	1	1	2	1	1	2	4	4	4	2	2	5	3	1	2	2	2	5	Target
140.000000	7	7.00	 1.20	5	4	2	0	9	4	3	0	0	0	3	2	1	1	2	1	1	2	5	5	5	5	5	2	5	5	3	5	5	1	Target
142.000000	19	-8.70	-1.00	6	8	2	1	3	3	3	1	0	0	2	2	3	1	2	1	1	2	1	4	2	5	5	2	5	1	2	3	2	1	Target
143.000000	18	4.20	 0.00	5	9	1	0	5	3	3	0	0	1	5	2	1	1	2	1	5	2	5	2	2	2	5	2	1	1	2	2	3	5	Target
150.000000	19	4.40	 1.20	4	10	1	1	4	4	3	0	0	0	2	2	1	1	2	1	1	2	5	5	2	2	4	2	2	5	5	2	2	3	Target
152.000000	19	-2.50	 1.20	6	8	2	2	2	4	3	0	0	0	3	2	1	1	2	1	1	2	5	4	2	2	4	2	3	1	5	2	2	1	Target
150.000000	15	7.00	 1.20	6	5	2	1	6	4	3	0	0	0	5	2	1	1	2	1	1	2	1	4	2	2	5	3	3	1	5	5	5	5	Target
144.000000	19	11.00	 1.20	6	8	1	2	3	4	3	0	0	0	2	2	1	1	2	1	1	2	5	5	4	2	5	4	2	2	1	1	3	2	Target
141.000000	17	5.50	 0.70	4	9	3	1	3	4	2	0	0	1	2	5	1	1	2	1	1	2	4	2	2	2	2	3	3	3	2	5	2	5	Target
168.000000	19	13.70	-2.00	7	8	0	0	5	4	3	0	0	0	5	1	2	1	1	2	2	1	2	2	1	5	5	2	1	2	5	2	5	1	Target
165.000000	19	7.60	-2.00	7	8	1	2	2	4	3	0	0	0	5	1	2	1	1	2	2	1	2	2	4	4	2	2	1	5	1	2	3	1	Target
156.000000	19	15.50	-2.00	8	4	3	0	5	4	3	0	0	0	5	1	2	1	1	2	2	1	3	2	3	1	5	5	1	5	1	5	3	1	Target
153.000000	18	11.60	-2.00	6	6	5	1	2	4	3	0	0	0	2	1	2	1	1	2	2	1	4	2	3	3	2	3	1	5	3	3	1	5	Target
147.000000	18	8.70	-2.00	6	5	2	0	7	4	3	0	0	0	5	1	2	1	1	2	2	1	5	5	5	5	2	2	1	3	3	5	1	5	Target
143.000000	20	5.10	 1.20	5	7	2	1	5	4	3	0	0	0	2	2	1	1	2	1	1	2	5	5	5	5	5	4	2	1	3	3	2	2	Target
147.000000	18	7.90	 1.20	6	5	2	0	7	4	3	0	0	0	5	2	1	1	2	1	1	2	5	5	5	5	2	5	1	1	3	2	3	5	Target
147.000000	21	-4.30	 1.20	4	8	2	2	4	4	3	0	0	0	2	2	1	1	2	1	1	2	5	4	4	2	5	2	2	2	3	3	5	5	Target
146.000000	15	9.80	-3.40	5	7	4	1	3	3	3	1	0	0	3	2	1	1	2	3	1	2	1	2	2	2	4	2	1	3	5	5	5	3	Target
142.000000	21	6.26	 0.70	6	7	2	3	2	4	2	0	0	1	2	5	1	1	2	1	1	2	1	5	2	4	2	2	4	4	2	1	3	3	Target
140.000000	7	3.40	-1.00	3	5	2	0	10	3	4	0	0	0	5	2	1	2	2	1	2	1	5	5	5	2	5	5	3	5	5	5	5	3	Non-Target
156.000000	19	6.60	-0.50	5	8	1	0	6	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	2	3	5	2	1	2	5	5	1	2	Non-Target
150.000000	19	-5.30	-0.50	3	11	4	1	1	1	5	1	0	0	2	3	2	2	2	2	1	2	5	3	3	4	2	2	2	2	2	3	1	1	Non-Target
154.000000	19	4.70	-0.50	2	13	3	1	1	1	5	1	0	0	2	3	2	2	2	2	1	2	5	3	4	2	3	2	2	2	2	2	2	1	Non-Target
142.000000	17	4.70	-0.80	1	12	2	0	5	1	4	2	0	0	5	3	2	2	2	2	1	3	2	5	5	2	2	2	2	2	2	2	5	5	Non-Target
148.000000	17	2.90	-0.50	3	10	1	1	5	2	5	0	0	0	2	1	2	2	2	2	1	2	4	2	2	5	5	3	2	5	2	1	5	5	Non-Target
144.000000	19	2.00	-0.50	2	12	1	2	3	2	5	0	0	0	2	1	2	2	2	2	1	2	4	2	2	5	5	3	2	4	2	5	2	2	Non-Target
148.000000	22	9.32	-1.60	5	8	0	5	2	3	4	0	0	0	5	2	2	1	1	1	2	2	4	4	4	2	5	1	4	4	2	2	2	1	Non-Target
141.000000	8	7.30	-1.60	4	5	1	0	10	3	4	0	0	0	1	2	2	1	1	1	2	2	3	5	5	5	2	5	5	5	5	5	5	5	Non-Target
146.000000	19	10.40	-3.00	8	5	4	1	2	4	2	1	0	0	3	1	2	1	1	3	1	2	2	1	5	2	3	3	2	4	1	1	5	1	Non-Target
153.000000	20	18.70	-1.20	5	8	2	0	5	2	4	1	0	0	5	2	2	1	3	1	2	2	3	1	1	5	2	2	5	2	5	1	2	5	Non-Target
163.000000	18	9.20	-6.10	9	4	4	0	3	5	2	0	0	0	1	1	2	1	1	1	1	2	3	1	5	2	3	2	3	1	3	5	1	5	Non-Target
147.000000	18	12.50	-5.20	10	5	2	0	3	5	1	0	0	1	1	1	5	1	1	1	1	2	2	1	3	2	3	2	5	1	1	2	1	5	Non-Target
143.000000	21	6.10	 0.00	5	8	1	2	4	3	3	1	0	0	5	1	1	2	2	3	1	2	5	4	4	2	2	1	2	5	1	2	2	5	Non-Target
142.000000	19	8.30	-0.50	3	9	4	1	3	2	4	1	0	0	5	1	3	2	2	2	1	2	2	5	2	3	2	5	3	3	2	4	1	2	Non-Target
154.000000	16	7.70	-1.30	8	6	1	2	3	4	3	0	0	0	3	1	2	2	2	1	1	1	1	2	4	4	1	2	5	1	2	5	5	1	Non-Target
147.000000	16	4.70	-1.30	5	8	0	1	6	4	3	0	0	0	2	1	2	2	2	1	1	1	4	2	1	5	2	5	2	5	2	5	5	5	Non-Target
143.000000	21	7.30	-5.80	6	6	3	2	3	3	3	1	0	0	3	3	1	1	1	2	2	2	1	3	1	5	5	5	1	2	2	4	4	2	Non-Target
159.000000	16	12.90	-6.50	7	6	3	1	3	3	4	0	0	0	3	2	1	1	1	2	2	2	1	4	2	1	5	2	1	1	3	5	5	3	Non-Target
147.000000	26	12.20	-6.50	4	5	4	7	0	3	4	0	0	0	3	2	1	1	1	2	2	2	4	4	4	4	4	4	4	3	3	1	2	3	Non-Target
143.000000	18	11.40	-6.90	8	6	1	2	3	3	3	1	0	0	5	2	1	1	1	3	2	2	1	4	1	5	2	1	1	2	4	2	1	5	Non-Target
141.000000	10	8.20	-6.50	5	5	2	1	7	3	4	0	0	0	3	2	1	1	1	2	2	2	4	2	1	5	5	5	5	5	5	5	3	1	Non-Target
162.000000	19	8.20	-6.50	7	8	1	1	3	3	4	0	0	0	3	2	1	1	1	2	2	2	4	2	1	5	2	5	1	2	5	2	1	1	Non-Target
162.000000	19	8.20	-6.50	7	8	1	1	3	3	4	0	0	0	3	2	1	1	1	2	2	2	4	2	1	5	2	5	1	2	5	2	1	1	Non-Target
162.000000	19	8.20	-6.50	7	8	1	1	3	3	4	0	0	0	3	2	1	1	1	2	2	2	4	2	1	5	2	5	1	2	5	2	1	1	Non-Target
141.000000	18	12.30	-6.60	8	6	1	1	4	3	3	1	0	0	2	2	1	1	1	2	3	2	1	4	1	5	2	1	1	5	5	2	1	5	Non-Target
142.000000	19	8.40	-6.50	5	7	4	1	3	3	3	1	0	0	5	2	1	1	1	2	2	3	4	2	1	2	3	5	5	2	2	3	3	1	Non-Target
147.000000	21	5.90	-0.80	7	6	3	2	2	4	2	1	0	0	2	1	1	2	1	1	2	3	2	5	4	4	2	5	1	2	3	3	1	1	Non-Target
144.000000	15	11.00	 1.20	6	5	1	0	8	4	3	0	0	0	2	1	1	2	1	1	2	2	3	5	5	2	5	5	1	1	5	5	5	5	Non-Target
161.000000	19	12.80	-6.50	7	7	3	2	1	3	4	0	0	0	3	2	1	1	1	2	2	2	4	4	1	3	1	5	2	1	1	2	2	3	Non-Target
149.000000	19	8.20	-6.50	8	7	1	4	0	3	4	0	0	0	3	2	1	1	1	2	2	2	4	2	1	4	4	1	1	2	4	2	1	1	Non-Target
147.000000	18	8.20	-6.50	4	7	3	0	6	3	4	0	0	0	3	2	1	1	1	2	2	2	3	5	5	5	2	5	1	2	5	2	3	5	Non-Target
140.000000	7	12.00	-6.50	3	8	2	0	7	3	4	0	0	0	2	2	1	1	1	2	2	2	5	3	5	5	5	5	5	2	2	2	3	5	Non-Target
143.000000	20	8.80	-6.50	8	8	0	1	3	3	3	0	0	1	2	2	1	1	1	2	2	5	1	2	1	5	4	2	1	1	2	5	2	1	Non-Target
151.000000	20	5.89	-4.90	7	7	1	2	3	3	3	0	0	1	5	5	1	1	1	2	2	2	4	4	1	3	1	2	2	1	1	5	2	2	Non-Target
140.000000	7	7.90	-6.50	4	4	0	0	12	3	4	0	0	0	5	2	1	1	1	2	2	2	5	5	5	5	5	5	5	5	5	5	1	5	Non-Target
151.000000	20	5.89	-4.90	7	7	1	2	3	3	3	0	0	1	5	5	1	1	1	2	2	2	4	4	1	3	1	2	2	1	1	5	2	2	Non-Target
