Score	AlignLen	totalMFE	seedMFE	totalGC	totalAU	totalGU	totalGaps	totalMismatches	seedGC	seedAU	seedGU	seedGaps	seedMismatches	Pos_1	Pos_2	Pos_3	Pos_4	Pos_5	Pos_6	Pos_7	Pos_8	Pos_9	Pos_10	Pos_11	Pos_12	Pos_13	Pos_14	Pos_15	Pos_16	Pos_17	Pos_18	Pos_19	Pos_20	Class
166.000000	17	12.40	-2.00	7	7	2	0	4	4	3	0	0	0	2	1	2	1	1	2	2	1	2	5	1	1	2	3	3	5	1	2	5	5	Non-Target
153.000000	18	6.90	-2.30	7	6	1	1	5	4	3	0	0	0	5	2	2	1	1	1	2	1	4	1	5	1	5	5	3	2	2	2	1	5	Non-Target
145.000000	8	9.70	-2.30	5	4	2	0	9	4	3	0	0	0	5	2	2	1	1	1	2	1	1	5	5	5	3	5	5	2	5	3	5	5	Non-Target
142.000000	13	9.90	-2.30	5	5	1	0	9	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	5	2	1	5	5	5	5	5	5	Non-Target
155.000000	23	12.01	-3.90	7	5	2	4	2	5	2	0	0	0	2	1	1	2	1	1	2	1	3	5	1	3	4	4	4	4	1	2	2	5	Non-Target
148.000000	19	9.56	-3.90	8	5	1	0	6	5	2	0	0	0	2	1	1	2	1	1	2	1	5	5	1	5	3	2	5	2	5	5	1	1	Non-Target
147.000000	25	8.10	-3.90	5	7	2	4	2	4	2	1	0	0	5	3	1	2	1	1	2	1	2	3	4	4	4	1	2	5	2	2	2	4	Non-Target
153.000000	12	9.40	-2.80	5	5	1	0	9	3	4	0	0	0	5	2	2	1	2	1	2	1	2	1	5	3	1	5	5	5	5	5	5	5	Non-Target
166.000000	21	12.30	-2.80	5	9	2	2	2	3	4	0	0	0	5	2	2	1	2	1	2	1	2	1	4	3	3	5	2	2	2	2	4	1	Non-Target
151.000000	14	4.30	-2.00	5	7	0	0	8	3	4	0	0	0	5	2	1	1	2	1	2	2	5	2	5	5	1	2	1	5	5	5	2	5	Non-Target
140.000000	22	13.10	-2.00	6	6	1	2	5	3	3	1	0	0	5	2	1	1	2	1	2	3	2	2	4	4	1	1	1	5	5	5	5	2	Non-Target
159.000000	20	8.00	-0.90	4	10	1	1	4	2	5	0	0	0	3	2	2	2	2	1	1	2	5	2	2	5	4	2	1	5	2	2	1	5	Non-Target
141.000000	24	7.00	-0.90	5	9	2	4	0	2	4	1	0	0	2	3	2	2	2	1	1	2	4	2	4	2	3	4	1	1	2	1	2	4	Non-Target
162.000000	17	7.50	-0.90	2	12	1	0	5	2	5	0	0	0	2	2	2	2	2	1	1	2	2	2	5	2	5	2	3	5	2	2	5	5	Non-Target
152.000000	19	7.40	 1.20	7	6	0	0	7	4	3	0	0	0	5	2	1	1	2	1	1	2	1	5	5	2	5	2	1	5	5	5	2	1	Non-Target
143.000000	22	8.19	 1.20	5	5	3	3	4	4	3	0	0	0	5	2	1	1	2	1	1	2	5	2	4	4	4	2	5	5	3	1	3	3	Non-Target
140.000000	19	9.60	-3.40	6	8	1	2	3	3	3	1	0	0	5	2	1	1	2	3	1	2	1	2	4	2	5	2	1	4	2	2	5	1	Non-Target
155.000000	16	7.70	 1.20	5	9	1	1	4	4	3	0	0	0	2	2	1	1	2	1	1	2	5	1	5	2	2	2	4	2	2	5	5	3	Non-Target
146.000000	13	9.10	 1.20	5	6	1	0	8	4	3	0	0	0	5	2	1	1	2	1	1	2	5	1	5	5	2	2	5	5	3	2	5	5	Non-Target
175.000000	21	7.50	 1.20	5	11	0	2	2	4	3	0	0	0	5	2	1	1	2	1	1	2	1	5	2	2	4	4	2	2	2	2	2	2	Non-Target
159.000000	20	6.00	-0.80	5	9	0	1	5	3	4	0	0	0	5	1	2	1	1	2	2	2	2	5	4	2	2	5	1	5	2	2	5	1	Non-Target
153.000000	12	3.90	-0.80	5	6	1	0	8	3	4	0	0	0	5	1	2	1	1	2	2	2	5	1	2	2	3	5	5	5	5	5	5	1	Non-Target
144.000000	13	7.00	-0.80	5	5	1	1	8	3	4	0	0	0	5	1	2	1	1	2	2	2	5	1	3	4	2	1	5	5	5	5	5	5	Non-Target
143.000000	20	5.30	-0.80	4	8	3	4	1	3	4	0	0	0	3	1	2	1	1	2	2	2	4	4	4	2	1	3	4	2	3	5	2	2	Non-Target
150.000000	20	4.80	-0.80	5	9	0	2	4	3	4	0	0	0	2	1	2	1	1	2	2	2	4	4	2	5	1	5	2	1	5	2	5	2	Non-Target
171.000000	16	7.50	-2.80	6	10	0	1	3	3	4	0	0	0	5	2	2	1	2	1	2	1	2	4	1	2	1	1	2	2	2	5	5	2	Non-Target
170.000000	13	15.20	-2.80	6	8	0	0	6	3	4	0	0	0	2	2	2	1	2	1	2	1	2	1	2	1	1	2	5	5	5	5	5	5	Non-Target
170.000000	21	9.20	-2.80	7	8	1	2	2	3	4	0	0	0	5	2	2	1	2	1	2	1	2	4	1	2	1	1	2	5	2	4	1	3	Non-Target
155.000000	17	4.70	-2.80	5	8	1	2	4	3	4	0	0	0	5	2	2	1	2	1	2	1	4	4	2	1	2	1	3	2	5	2	5	5	Non-Target
150.000000	19	7.40	-2.80	3	10	3	1	3	3	4	0	0	0	2	2	2	1	2	1	2	1	2	5	5	3	3	2	5	2	4	3	2	2	Non-Target
149.000000	14	4.10	-2.80	3	9	3	1	4	3	4	0	0	0	3	2	2	1	2	1	2	1	2	5	2	3	4	2	2	5	5	3	5	2	Non-Target
144.000000	14	4.00	-2.80	3	9	3	0	5	3	3	0	0	1	3	5	2	1	2	1	2	1	2	5	2	3	3	2	2	2	5	5	2	5	Non-Target
140.000000	7	9.20	-2.80	5	6	0	0	9	3	4	0	0	0	5	2	2	1	2	1	2	1	5	5	5	5	1	2	5	5	5	1	2	5	Non-Target
158.000000	20	6.00	-4.80	9	6	0	2	3	5	2	0	0	0	2	1	1	1	2	1	2	1	5	5	1	2	1	5	2	1	4	4	1	2	Non-Target
150.000000	21	6.80	-4.80	6	6	2	2	4	5	2	0	0	0	5	1	1	1	2	1	2	1	2	5	5	4	2	5	1	4	2	3	3	2	Non-Target
149.000000	22	6.60	-4.80	8	6	1	4	1	5	2	0	0	0	2	1	1	1	2	1	2	1	4	4	4	2	3	1	2	1	5	4	2	1	Non-Target
147.000000	16	5.50	-4.80	8	4	0	1	7	5	2	0	0	0	5	1	1	1	2	1	2	1	5	4	2	5	5	1	1	2	1	5	5	5	Non-Target
142.000000	20	7.40	-5.20	7	7	2	2	2	4	2	0	0	1	3	5	1	1	2	1	2	1	2	2	5	4	2	4	3	1	2	1	1	2	Non-Target
140.000000	19	17.30	-2.70	10	3	3	0	4	4	2	0	0	1	5	1	2	1	1	2	5	1	3	5	1	1	3	2	1	5	1	3	1	1	Non-Target
158.000000	13	8.90	 1.30	5	7	2	0	6	2	5	0	0	0	2	2	2	2	2	1	2	1	3	1	5	1	1	2	5	5	5	3	5	5	Non-Target
156.000000	15	5.70	 1.30	4	9	1	0	6	2	5	0	0	0	2	2	2	2	2	1	2	1	5	5	5	1	1	2	2	2	5	3	5	5	Non-Target
155.000000	16	7.40	-0.60	5	9	1	1	4	2	4	1	0	0	5	2	2	3	2	1	2	1	2	4	1	2	1	1	2	2	2	5	5	5	Non-Target
154.000000	13	13.70	-0.60	5	8	1	0	6	2	4	1	0	0	2	2	2	3	2	1	2	1	2	1	2	1	1	2	5	5	5	5	5	5	Non-Target
154.000000	19	1.60	 1.30	4	10	2	1	3	2	5	0	0	0	2	2	2	2	2	1	2	1	4	2	5	5	1	3	2	2	2	5	3	1	Non-Target
152.000000	17	4.70	 1.30	3	9	2	1	5	2	5	0	0	0	5	2	2	2	2	1	2	1	5	4	2	3	3	2	5	2	2	1	5	5	Non-Target
148.000000	19	9.10	-0.60	7	8	1	2	2	2	4	1	0	0	5	2	2	3	2	1	2	1	2	4	1	2	1	1	2	5	2	4	1	1	Non-Target
148.000000	19	6.00	 1.30	5	8	1	3	3	2	5	0	0	0	5	2	2	2	2	1	2	1	4	4	4	3	1	5	2	2	2	1	5	1	Non-Target
144.000000	18	-2.50	-0.60	4	9	2	2	3	2	4	1	0	0	5	2	2	3	2	1	2	1	4	4	2	1	2	1	3	2	5	2	2	5	Non-Target
140.000000	7	3.50	 1.30	3	7	0	0	10	2	5	0	0	0	5	2	2	2	2	1	2	1	5	5	5	5	1	5	2	5	2	5	5	5	Non-Target
162.000000	19	6.40	-0.50	5	10	2	1	2	3	4	0	0	0	2	1	1	2	2	2	1	2	2	5	2	1	5	4	1	3	2	2	3	2	Non-Target
148.000000	19	3.50	-0.50	4	9	1	0	6	3	4	0	0	0	2	1	1	2	2	2	1	2	5	5	2	5	5	5	1	2	5	2	3	2	Non-Target
146.000000	21	6.50	-0.50	3	11	2	2	2	2	4	1	0	0	5	3	1	2	2	2	1	2	2	2	2	3	4	2	4	2	1	5	2	2	Non-Target
152.000000	17	12.00	-2.30	5	7	4	1	3	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	3	1	3	3	2	4	2	2	5	5	Non-Target
150.000000	13	10.80	-2.30	6	5	2	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	1	5	3	5	2	1	5	5	2	3	5	5	Non-Target
142.000000	16	14.90	-2.30	7	5	4	0	4	4	2	0	0	1	3	5	2	1	1	1	2	1	3	5	1	3	5	1	2	2	2	3	1	5	Non-Target
